temperature_c,humidity,wind_speed_kmh,precipitation,battery_percentage,vehicle_speed_kmh,hvac_usage,terrain_type,battery_age_years,battery_capacity_kwh,epa_range_km,vehicle_weight_kg,range_degradation_pct
-29.6,17,74.8,none,66,91.4,True,flat,6.4,45.6,299.0,2333,65.0
26.7,74,33.8,none,50,34.7,False,mountainous,5.1,50.1,263.4,1856,21.61
36.4,45,64.7,snow,28,89.4,True,flat,1.4,81.7,453.9,1806,30.51
-23.6,35,30.4,none,63,107.5,True,flat,3.7,92.8,605.1,2363,65.0
-18.7,10,67.1,none,61,90.1,True,hilly,6.0,40.7,251.2,2107,65.0
37.3,75,20.8,none,57,112.7,True,hilly,2.3,53.4,280.2,1559,22.56
7.6,85,23.1,rain,18,56.5,True,hilly,6.4,61.5,359.4,1691,32.32
-29.0,46,54.2,none,93,37.7,True,hilly,2.3,99.3,544.2,2435,65.0
-12.0,61,17.0,none,63,102.1,True,flat,1.0,79.1,513.9,1912,39.08
1.5,30,18.3,none,34,112.8,True,flat,3.2,61.6,325.2,1773,33.59
18.5,66,24.4,none,72,80.2,False,flat,2.7,52.1,324.4,1698,4.54
21.3,11,54.3,none,39,112.1,False,flat,8.1,53.6,271.0,2057,13.33
39.7,54,71.2,none,56,75.8,True,mountainous,4.8,43.0,274.2,2468,30.86
-9.9,68,54.0,none,41,49.9,True,hilly,0.6,99.7,516.2,1634,42.65
7.7,93,66.2,rain,89,77.4,True,hilly,8.2,98.9,520.1,1739,33.4
7.3,44,43.5,rain,99,51.6,True,flat,2.7,40.7,242.4,1996,18.9
-1.6,79,5.5,none,25,77.2,True,flat,5.7,56.2,282.4,1715,28.61
-18.2,64,8.0,none,12,44.8,True,flat,5.4,41.2,286.8,2499,53.73
38.4,93,44.4,snow,30,48.6,True,flat,9.7,58.1,321.9,1909,21.45
29.7,46,26.2,rain,63,118.3,False,hilly,2.5,94.1,471.3,1941,18.81
4.9,39,17.6,none,26,41.6,True,flat,1.5,92.5,622.3,1719,25.21
12.2,90,37.3,none,83,52.4,True,hilly,2.6,81.1,416.3,2296,24.18
-14.1,14,53.3,snow,47,129.6,True,flat,5.8,99.2,669.7,1965,57.69
8.1,22,30.8,none,65,87.6,True,hilly,2.2,84.8,559.2,2148,32.79
18.6,17,64.2,rain,51,88.6,False,flat,3.4,54.5,285.6,1674,12.97
6.1,86,59.1,none,91,114.5,True,flat,6.6,90.1,470.9,1629,34.19
39.3,11,58.8,none,13,82.4,True,hilly,1.2,70.5,457.0,2061,19.24
12.8,88,78.8,none,76,52.2,True,flat,9.5,70.2,461.5,1678,22.29
-4.0,51,23.6,none,69,72.2,True,hilly,5.3,90.0,517.5,2015,32.77
24.1,10,51.6,none,68,105.5,False,flat,4.8,72.1,486.6,2499,10.53
-18.1,46,68.4,rain,47,117.2,True,hilly,3.6,59.6,321.8,1942,65.0
-3.1,27,46.4,none,11,57.3,True,hilly,2.5,95.7,595.6,1525,38.06
-5.7,66,63.2,rain,72,56.2,True,hilly,4.8,44.4,259.0,2134,53.4
0.2,71,33.2,none,85,62.8,True,flat,4.9,79.5,450.4,1759,33.59
24.7,54,47.2,none,18,89.6,False,flat,0.6,87.1,529.3,2441,2.94
3.9,14,4.5,none,50,57.9,True,flat,8.5,43.1,241.5,1734,31.44
25.6,69,78.9,snow,25,119.3,False,flat,8.2,54.1,294.4,2433,27.17
10.4,86,64.0,none,65,127.8,False,flat,4.5,53.4,324.7,1518,17.2
-6.1,75,69.5,none,81,97.9,True,flat,3.4,93.4,565.3,2478,41.79
26.7,85,55.5,snow,70,127.0,False,flat,5.0,79.0,523.2,1773,21.29
-13.3,28,14.9,none,39,58.8,True,flat,2.2,53.0,334.1,2282,45.89
-14.3,90,2.5,rain,23,111.5,True,hilly,0.0,94.6,536.2,1966,60.67
5.3,39,69.2,rain,81,97.8,True,flat,3.5,54.6,348.2,1870,31.15
-11.7,11,31.7,none,39,56.3,True,mountainous,0.2,79.7,417.2,2458,59.48
-29.4,86,21.1,none,12,61.8,True,flat,0.4,67.1,360.1,2442,65.0
15.4,95,44.9,snow,61,78.9,False,flat,0.3,45.9,283.1,2104,20.05
5.8,69,33.7,none,32,109.2,False,flat,8.8,85.2,520.9,2439,22.36
1.2,31,52.1,none,86,117.2,True,hilly,1.4,59.7,361.6,2289,36.11
37.7,33,38.7,none,23,93.4,True,flat,2.5,61.6,386.1,1863,19.91
10.0,52,55.8,none,49,102.2,True,flat,4.9,52.9,280.7,2396,25.47
30.4,91,68.3,rain,33,56.4,True,flat,5.3,88.3,582.7,1859,25.41
-20.2,23,15.6,snow,72,104.1,True,hilly,1.2,49.6,334.9,2446,65.0
9.8,84,26.4,snow,59,90.5,True,flat,9.1,53.1,320.8,2016,37.79
30.8,36,34.9,snow,81,52.3,True,flat,2.3,64.4,410.2,2239,22.45
10.8,83,77.0,none,51,125.0,True,mountainous,9.4,48.9,324.9,2137,43.95
20.3,93,29.2,rain,10,81.3,False,flat,2.6,46.8,294.7,2234,5.83
-4.0,48,30.5,none,29,109.4,True,flat,0.0,71.3,418.5,1681,34.61
-23.5,43,52.3,none,100,82.6,True,flat,9.7,97.2,618.9,2389,65.0
2.1,82,33.5,rain,46,123.3,True,flat,4.8,88.1,604.5,2322,34.78
-2.4,58,76.1,none,66,44.1,True,flat,8.8,50.6,282.1,2131,40.06
30.7,72,71.6,snow,91,84.6,True,flat,7.3,75.3,496.9,1712,31.79
-12.9,66,41.1,none,12,32.5,True,hilly,1.8,87.6,612.8,2073,51.11
37.7,24,51.6,rain,69,49.7,False,flat,8.5,48.7,317.8,1936,11.96
37.1,86,4.6,none,36,58.1,True,hilly,0.5,44.9,252.5,1518,19.08
-12.7,28,55.7,none,35,77.3,True,flat,5.1,93.5,490.2,2423,52.01
-5.6,94,56.6,none,30,112.0,True,mountainous,2.5,54.7,333.1,2269,51.81
32.7,33,28.7,none,84,76.7,True,flat,3.6,69.9,365.6,2398,19.93
37.7,76,17.6,none,44,86.1,True,hilly,7.6,52.5,311.1,2103,28.04
1.0,36,73.2,snow,16,122.4,True,hilly,6.8,42.9,243.2,1832,48.35
-7.5,39,34.1,none,19,105.7,True,flat,4.4,70.8,421.3,1940,40.24
6.8,38,52.3,none,23,35.0,True,hilly,0.5,66.1,372.1,2329,26.2
18.1,77,2.7,none,91,47.6,False,flat,0.4,83.6,559.2,1699,1.69
-10.9,60,33.1,none,48,33.8,True,flat,7.0,91.4,537.2,1651,46.12
21.6,89,65.4,none,92,36.9,True,hilly,9.5,48.5,252.7,1600,19.26
-26.4,38,31.0,none,84,63.9,True,flat,8.5,50.3,316.5,1599,65.0
-26.5,72,48.3,none,85,102.8,False,hilly,1.2,97.0,636.1,1987,65.0
-3.0,78,16.8,rain,36,54.4,True,flat,1.2,65.1,380.7,2236,40.66
-5.3,24,33.3,none,34,69.2,False,hilly,6.1,97.2,603.5,2390,34.36
-7.9,46,74.2,none,60,69.4,True,mountainous,6.6,60.3,355.3,2068,53.79
4.4,53,45.3,none,48,89.0,True,flat,6.2,60.9,328.8,1996,27.62
-7.5,42,72.2,none,56,119.3,True,flat,8.9,82.4,510.5,1887,52.06
-16.5,39,72.2,rain,15,128.3,True,flat,2.3,45.8,293.4,1801,62.24
-8.3,72,75.5,none,97,90.5,True,hilly,1.7,64.8,356.2,1534,43.62
38.2,29,71.6,none,15,80.5,True,flat,9.1,62.8,403.3,2231,24.12
-1.2,74,0.3,none,26,98.2,False,flat,7.2,42.1,283.0,1571,24.25
1.1,94,74.7,snow,71,96.8,True,flat,7.1,58.8,401.6,2258,46.44
10.4,61,11.0,none,24,82.4,True,flat,3.4,63.9,341.6,2214,27.51
38.8,65,3.2,none,20,103.7,True,flat,6.3,43.5,232.0,2487,23.83
-13.1,16,4.4,none,24,79.1,True,hilly,7.3,41.2,277.7,1520,46.86
17.7,88,27.9,none,16,129.6,True,flat,6.0,76.0,484.0,1743,27.33
20.1,36,49.7,none,33,34.9,False,flat,7.4,52.4,275.3,1582,5.02
12.5,65,32.2,snow,34,74.3,True,flat,5.9,61.8,369.9,2433,28.26
-23.8,98,2.0,none,55,69.7,True,flat,9.8,44.8,292.1,2014,65.0
17.4,64,38.1,rain,49,107.0,False,flat,4.9,46.1,248.6,2456,16.2
-25.5,75,35.4,none,53,49.1,False,flat,0.1,49.3,336.0,1655,60.85
11.7,50,60.5,none,65,73.4,True,flat,1.6,41.8,281.3,1830,20.94
21.8,15,22.4,snow,31,99.8,False,hilly,9.6,85.7,530.5,2139,27.88
-15.2,82,17.4,none,22,90.3,True,flat,4.7,94.4,618.6,1775,52.15
28.9,13,20.5,none,89,84.5,False,hilly,1.2,71.3,377.9,2422,11.77
-27.9,73,24.3,snow,67,73.5,True,flat,1.6,89.0,489.1,1939,65.0
29.1,12,47.9,snow,15,105.2,False,hilly,0.3,48.1,315.2,2114,18.26
2.2,88,37.7,rain,96,94.6,True,flat,2.3,67.0,394.3,1851,33.13
-14.8,24,27.0,rain,72,117.5,True,flat,9.9,48.6,260.5,1709,57.81
-20.6,56,29.9,none,24,103.3,True,hilly,3.3,99.7,556.4,2298,61.68
36.7,64,29.7,none,97,44.0,True,flat,2.5,43.5,271.6,2293,18.68
-24.9,51,77.8,rain,43,92.0,True,mountainous,6.7,66.6,338.7,2315,65.0
-16.1,41,18.6,snow,99,34.5,True,hilly,6.7,46.7,247.5,1830,65.0
-5.7,52,65.4,none,19,68.7,True,flat,9.7,44.1,238.5,2354,41.19
13.4,38,56.7,none,24,71.2,True,flat,7.3,84.1,569.8,1819,27.44
8.1,49,0.4,none,69,115.5,True,hilly,1.1,44.8,303.6,1861,28.9
-21.2,42,79.5,none,12,48.0,True,flat,9.9,41.4,224.8,1799,65.0
-9.7,61,60.5,none,12,94.4,True,flat,7.5,97.0,600.9,1931,53.74
-13.3,31,54.6,rain,81,49.2,True,hilly,2.6,51.1,292.2,1527,55.6
-15.1,99,32.4,none,25,124.9,True,flat,2.6,90.7,462.5,1751,51.19
-1.2,55,44.4,none,93,82.9,True,flat,9.6,97.2,515.7,1755,40.35
19.3,27,20.3,none,48,100.8,False,flat,1.9,85.1,426.5,2352,8.61
-14.8,53,2.8,none,89,94.7,True,flat,2.3,46.2,322.1,2194,46.84
-4.3,88,66.9,none,48,60.4,True,flat,3.6,50.2,316.4,1763,30.65
-2.6,12,71.7,none,58,120.1,True,hilly,6.8,50.7,267.2,1863,56.18
38.4,71,13.0,none,38,92.7,True,flat,4.3,79.2,512.4,2463,24.25
36.8,59,63.0,none,69,81.0,True,hilly,3.1,50.8,316.1,2097,28.01
26.0,25,59.3,none,39,82.8,False,hilly,2.7,41.8,226.3,2199,17.22
-13.1,84,14.3,none,30,119.1,True,flat,1.3,67.5,404.2,2471,52.94
-25.2,43,33.7,snow,17,35.9,True,hilly,5.5,75.3,468.7,2160,65.0
-7.8,36,33.8,rain,15,68.9,True,flat,2.7,67.6,387.1,1900,41.18
-11.3,85,60.8,rain,38,114.2,True,flat,3.3,69.3,479.7,1883,54.2
5.4,67,67.0,none,76,33.8,True,flat,0.1,67.4,349.8,1612,28.89
24.4,91,7.6,none,29,93.9,False,flat,5.3,55.9,293.7,1601,6.67
30.1,67,45.0,none,37,70.3,True,flat,7.0,97.4,653.6,1878,22.82
29.1,77,60.9,rain,91,50.5,False,hilly,9.3,90.3,496.6,1919,15.52
-4.8,85,62.9,none,68,91.1,False,flat,2.0,59.4,312.3,2157,24.38
18.1,15,11.8,rain,93,113.1,False,hilly,9.2,42.4,244.7,1961,22.66
-8.1,80,42.0,none,92,76.7,True,flat,3.6,91.5,488.2,2227,46.94
-25.7,65,68.6,none,16,44.7,True,flat,8.0,84.5,507.9,1600,65.0
19.1,16,25.5,none,96,60.6,False,hilly,9.0,44.9,290.2,1816,14.82
-29.3,56,34.0,rain,15,128.1,True,hilly,9.6,81.9,533.1,2404,65.0
-1.4,17,64.3,none,93,41.1,True,hilly,3.3,67.2,376.5,1544,42.61
-6.9,76,7.1,none,59,46.1,True,hilly,2.6,47.8,305.1,2157,44.37
18.5,59,68.8,snow,58,129.0,False,hilly,4.4,83.5,578.6,2054,27.87
23.6,96,24.9,none,74,118.2,False,flat,5.5,61.3,307.6,1560,15.81
-8.7,26,0.1,none,89,100.7,True,flat,6.9,94.6,595.5,1632,40.27
26.8,65,18.7,none,66,45.1,False,hilly,6.9,42.6,255.4,1787,15.49
-9.4,29,7.2,none,48,54.1,True,flat,1.2,96.2,557.1,1602,35.26
1.2,65,7.4,none,20,48.0,True,hilly,6.1,45.3,245.3,1870,35.54
20.9,75,55.4,rain,81,93.1,False,mountainous,1.7,42.2,221.3,2170,27.55
18.5,75,17.1,none,22,69.9,False,flat,7.1,74.9,512.5,2233,10.54
39.1,83,74.8,rain,75,34.8,True,flat,9.8,76.6,387.8,1867,21.77
-14.2,87,41.3,none,58,59.1,False,flat,7.7,51.9,308.0,2382,40.08
16.4,17,36.8,none,45,116.1,False,hilly,6.9,92.6,500.7,2375,22.08
12.7,41,34.7,snow,65,109.6,True,flat,0.8,88.1,466.6,1643,34.92
34.1,72,55.4,none,80,94.3,True,flat,1.8,57.0,324.9,2174,21.18
-19.1,55,36.2,rain,95,38.6,True,flat,3.6,66.6,375.0,1767,58.46
22.6,27,10.3,rain,34,118.3,False,flat,9.3,87.0,515.3,2094,19.19
9.8,60,70.4,none,95,83.5,True,hilly,3.3,90.0,538.8,1876,35.16
-10.8,47,34.3,none,96,79.5,True,hilly,8.1,87.8,527.4,2068,52.36
3.2,45,5.9,none,83,123.4,True,flat,1.0,56.1,295.2,2128,23.42
-6.6,83,42.3,snow,89,30.9,True,mountainous,6.6,85.9,458.9,1651,63.41
10.6,47,51.8,none,72,85.6,True,flat,7.8,78.0,440.3,2003,24.87
32.2,12,22.0,none,14,109.1,True,hilly,5.4,71.6,369.4,1664,25.29
9.9,15,64.0,none,62,36.4,True,mountainous,7.7,97.8,652.1,1680,45.88
14.2,87,53.6,none,77,65.7,True,flat,7.2,75.9,394.2,2245,29.05
6.3,96,52.0,none,95,127.7,True,flat,4.8,92.1,502.7,2414,36.06
-26.4,72,33.7,none,61,51.2,True,flat,8.7,85.1,534.2,1941,65.0
-13.7,43,77.0,snow,81,83.1,True,flat,3.4,42.7,293.0,2256,55.81
4.4,94,21.9,none,73,104.6,True,flat,4.3,56.0,295.2,2076,29.7
-8.3,70,46.2,none,35,69.0,True,hilly,5.4,76.5,450.0,2377,46.72
-17.3,86,24.7,none,24,70.8,True,flat,1.3,66.3,370.9,2431,51.01
5.3,79,59.6,rain,78,36.3,True,hilly,5.2,97.3,580.1,2336,33.37
-7.4,44,3.8,none,31,49.0,True,flat,3.2,75.0,440.8,2423,38.74
-11.9,53,3.7,none,32,118.1,True,flat,2.6,95.7,589.3,1750,48.46
2.5,27,64.9,none,68,111.8,True,hilly,5.8,52.4,266.2,1789,41.21
-20.7,36,34.7,none,81,60.5,True,flat,3.3,93.9,625.0,2087,63.78
34.9,80,27.3,none,62,68.2,True,flat,8.6,72.2,365.9,2301,17.17
30.7,90,48.6,none,90,74.0,True,flat,4.1,52.8,324.7,1585,19.17
19.5,75,56.2,none,29,64.6,False,flat,4.1,63.4,420.3,1821,10.85
-22.6,52,16.1,none,33,95.4,True,flat,9.8,98.1,513.3,1825,65.0
24.3,18,14.8,rain,67,31.3,True,hilly,3.4,97.6,620.9,2369,16.83
26.6,15,76.7,none,85,118.0,False,flat,1.3,41.3,224.0,2245,14.09
23.7,44,47.2,snow,59,60.1,False,hilly,8.8,58.4,315.4,2151,23.41
-22.0,52,31.2,none,11,117.2,True,hilly,9.2,94.0,478.2,1686,65.0
15.1,65,64.1,rain,71,75.4,True,flat,2.3,42.0,240.7,2024,24.48
28.4,11,42.0,none,83,107.6,False,flat,8.8,97.4,661.0,1509,11.62
10.4,99,19.3,none,35,112.6,True,hilly,4.9,63.3,405.5,1707,31.12
15.2,43,16.5,rain,15,60.1,False,hilly,0.4,46.9,287.8,2302,15.02
2.1,86,31.7,none,57,94.0,True,flat,5.5,58.1,385.4,2155,28.03
7.0,58,68.8,none,14,90.7,True,flat,8.5,88.5,590.3,2047,35.67
-27.6,22,4.9,rain,47,77.6,True,flat,4.0,99.9,618.1,2343,65.0
14.7,82,17.5,rain,12,77.0,False,flat,5.5,48.0,270.0,1942,12.41
-24.3,74,71.5,none,30,60.5,True,flat,1.4,78.3,529.1,1780,65.0
0.5,57,9.7,none,45,61.0,True,hilly,8.4,95.5,544.4,2339,36.96
-9.5,56,50.4,none,20,84.8,True,flat,1.1,94.0,502.5,1803,37.41
8.2,18,17.1,snow,20,33.2,True,hilly,0.9,63.0,385.5,2356,27.06
-20.7,69,48.5,none,84,123.4,True,hilly,9.3,91.9,475.3,2163,65.0
18.4,92,30.6,rain,14,95.0,False,mountainous,8.7,51.5,279.2,2131,29.73
25.7,18,8.1,none,72,74.3,False,mountainous,5.7,77.9,521.7,1580,21.4
-18.6,34,46.6,none,83,36.2,True,flat,1.1,75.9,442.7,1977,57.08
-22.7,91,54.6,none,22,93.0,True,flat,5.5,87.0,519.9,1873,65.0
-19.8,36,54.4,none,28,31.8,True,flat,9.2,53.7,326.6,2427,64.16
31.4,69,51.0,none,68,98.0,True,hilly,6.1,77.7,465.3,1512,22.64
7.0,58,40.0,none,38,37.3,True,flat,2.0,76.6,416.5,2103,20.8
2.7,64,41.6,none,53,95.6,False,flat,9.1,45.1,307.8,1912,23.54
-22.5,47,50.9,none,85,70.6,True,mountainous,8.7,59.8,380.5,2305,65.0
15.5,37,55.2,none,22,96.3,False,flat,5.5,52.4,330.5,2334,12.8
30.8,14,52.4,none,66,43.8,True,flat,8.5,100.0,667.2,1964,15.28
28.0,77,47.0,rain,95,41.7,False,mountainous,0.6,99.4,631.7,1660,22.48
13.8,77,12.5,none,15,54.7,True,flat,4.6,55.1,289.1,1704,16.64
-24.7,70,16.8,none,15,71.2,True,flat,1.8,88.5,502.7,2224,64.44
-22.1,68,20.8,snow,60,55.3,True,mountainous,8.4,89.0,511.4,2323,65.0
-26.5,32,73.6,none,96,38.2,True,flat,9.7,96.2,610.0,1867,65.0
-12.0,12,60.8,snow,30,62.5,True,flat,9.3,47.8,306.1,1866,56.69
-20.5,83,44.2,none,40,100.6,True,flat,5.0,80.1,489.4,1668,65.0
-11.8,54,20.2,none,19,88.3,True,hilly,5.1,52.4,303.6,2157,54.38
-3.0,38,8.9,none,43,126.3,True,flat,9.1,79.5,536.6,1620,42.87
36.0,19,71.9,none,14,73.6,True,flat,7.2,92.3,564.1,2203,23.17
12.7,16,71.4,none,45,63.3,True,flat,0.7,44.9,298.3,2098,23.53
28.4,41,8.9,none,60,99.4,False,flat,1.3,78.2,536.1,2311,6.07
19.7,82,63.8,rain,98,71.2,False,flat,9.5,72.3,422.4,2099,16.98
-22.1,93,35.7,none,84,91.8,True,flat,3.7,50.5,282.1,1707,65.0
21.5,91,25.9,none,84,124.6,False,mountainous,1.9,54.3,311.6,2079,24.2
-10.7,93,59.1,none,31,79.9,True,flat,7.4,71.2,367.9,2405,48.01
14.7,92,49.1,rain,18,79.8,False,flat,8.8,91.6,522.4,2292,15.65
-6.1,57,62.4,none,64,107.5,True,flat,2.1,80.5,484.1,1671,39.78
39.8,30,5.9,none,57,105.6,True,flat,2.5,41.6,225.4,1593,21.59
-11.6,82,25.5,rain,56,81.6,True,flat,9.0,47.6,254.8,2459,46.37
-10.5,29,25.5,snow,20,36.5,True,flat,0.1,93.0,523.7,2246,50.3
35.1,34,26.4,none,54,128.1,True,hilly,9.1,79.2,411.7,2327,29.99
-28.3,31,40.2,snow,24,67.7,True,flat,0.4,41.1,245.9,2400,65.0
18.8,56,22.6,none,48,61.7,False,flat,1.0,75.8,475.1,1967,3.97
20.8,39,35.6,snow,16,128.2,False,flat,8.6,50.1,309.5,2374,24.33
28.5,24,29.4,none,87,117.2,False,flat,2.5,95.2,529.3,1631,7.63
38.2,51,58.8,rain,11,63.0,True,hilly,2.2,47.3,318.2,1839,28.08
38.3,89,48.3,rain,95,60.8,True,flat,8.4,44.6,232.9,1841,26.71
-25.4,61,52.3,none,88,102.1,True,hilly,5.4,78.7,393.7,1536,65.0
27.5,89,16.8,none,78,63.4,False,hilly,3.5,87.6,461.4,1687,6.37
15.2,28,26.0,none,98,55.1,False,flat,7.1,56.4,363.8,2229,12.31
15.3,25,1.7,none,15,128.0,False,hilly,8.1,58.1,382.0,1963,20.73
-21.0,62,8.7,none,68,86.6,True,flat,8.6,61.4,401.2,2097,65.0
15.5,52,21.2,snow,86,106.2,False,hilly,1.2,85.9,485.5,2115,19.81
38.8,69,5.2,none,21,101.3,True,flat,5.8,55.7,376.1,1711,23.54
33.8,82,48.2,none,63,105.6,True,flat,6.8,45.3,307.0,2427,18.56
0.7,78,79.9,none,45,120.3,True,flat,1.2,58.6,388.8,1640,34.83
-27.2,95,8.1,none,49,80.1,True,flat,6.1,98.0,634.2,1503,65.0
-4.6,46,65.7,none,92,105.3,True,mountainous,0.3,66.1,441.5,1764,50.04
27.8,29,9.5,none,58,109.7,False,flat,3.4,73.6,464.9,2007,8.68
19.1,60,53.6,rain,18,124.6,False,hilly,1.7,85.7,594.0,1668,21.52
2.2,20,51.5,rain,94,101.3,True,mountainous,5.6,73.5,460.2,2273,47.76
-26.1,36,72.2,rain,27,119.3,True,flat,1.9,79.4,423.3,1710,65.0
-0.1,29,9.1,rain,90,39.5,True,flat,7.9,92.8,498.0,2454,37.71
2.8,46,25.2,none,97,42.6,False,flat,1.2,62.4,365.6,2210,14.1
35.0,20,7.3,rain,89,45.8,True,hilly,7.6,46.7,300.6,2355,24.26
14.9,13,32.6,none,71,44.5,True,flat,1.0,45.7,241.2,2048,7.16
-8.2,69,72.9,none,77,38.8,False,flat,4.4,87.0,468.7,2053,29.16
6.8,65,62.5,none,73,42.3,True,flat,7.0,79.3,408.7,2475,19.87
-25.4,74,57.8,none,51,129.6,True,hilly,1.6,74.0,394.7,1617,65.0
38.1,69,42.6,none,35,57.2,True,flat,7.5,95.8,521.2,2081,24.56
-4.8,20,70.7,none,36,77.8,True,hilly,9.5,77.6,474.8,1568,45.29
3.5,36,36.0,none,76,112.2,True,flat,3.7,42.9,247.6,2490,24.79
-5.1,22,12.0,none,66,41.8,True,hilly,0.0,68.1,353.4,2131,36.04
17.8,86,67.0,rain,63,61.7,False,hilly,4.8,52.9,281.2,1583,18.84
16.4,77,22.4,none,69,45.9,False,flat,9.0,77.3,466.7,1786,10.71
20.1,28,4.3,snow,80,36.3,False,flat,6.7,51.3,269.8,2391,15.54
-11.2,41,10.1,none,77,126.1,True,hilly,7.0,78.7,508.2,1582,61.67
-7.9,97,48.7,none,19,115.8,False,mountainous,7.9,93.0,482.7,1774,51.97
-21.2,63,48.6,none,43,117.9,True,hilly,9.1,44.6,240.1,2005,65.0
15.9,82,20.8,snow,34,116.9,False,hilly,1.2,55.5,375.0,2483,24.27
-27.2,34,58.2,none,58,45.5,True,hilly,5.9,80.4,487.9,1708,65.0
11.8,29,61.9,none,16,108.5,True,flat,8.9,82.7,576.9,2292,34.62
30.9,81,73.6,none,79,102.8,True,hilly,7.8,75.2,399.0,1843,31.17
32.4,72,46.8,none,20,122.5,True,flat,2.5,48.3,249.2,1509,19.4
1.4,71,62.4,none,34,51.9,True,flat,8.7,54.6,281.1,2282,29.14
2.2,60,60.2,rain,80,71.4,True,flat,2.9,94.4,648.9,1990,25.26
-24.6,61,20.6,none,15,59.5,True,mountainous,4.1,89.2,560.5,1980,65.0
17.0,76,24.8,none,69,55.8,False,mountainous,1.9,97.0,550.4,2174,20.9
27.5,34,38.3,none,93,95.2,True,flat,8.9,64.5,372.3,2151,18.94
-12.9,42,1.5,none,66,46.4,True,hilly,0.9,66.4,424.8,2156,39.47
-0.5,88,23.8,snow,74,76.5,True,hilly,9.9,55.5,346.1,1826,49.33
28.7,38,37.9,rain,81,94.7,True,flat,3.3,71.5,408.2,2080,19.08
31.4,59,8.6,none,30,43.0,True,flat,7.1,89.8,572.9,2378,16.27
-13.0,73,10.1,none,62,55.7,True,flat,1.3,54.9,311.9,2393,44.48
8.5,100,37.1,snow,38,126.7,True,flat,4.9,48.4,286.0,1905,37.74
-16.5,49,58.5,none,32,109.5,True,hilly,0.4,85.0,569.8,1733,61.41
-22.9,49,66.7,none,27,97.7,True,flat,8.8,81.6,427.3,1575,65.0
33.8,86,43.7,snow,63,115.6,True,flat,4.5,89.8,526.4,2358,26.73
27.4,82,38.0,none,82,31.4,False,flat,7.4,85.1,441.1,1665,5.26
23.2,76,30.7,none,89,30.6,False,flat,8.9,65.2,330.8,1817,8.91
-26.6,52,15.4,none,49,45.4,False,flat,0.7,49.4,342.5,2312,62.05
29.1,39,11.7,snow,44,79.5,False,flat,5.1,82.9,507.6,2283,19.11
0.7,65,63.4,none,72,87.0,True,hilly,1.9,92.7,644.7,1934,39.91
-6.0,89,37.2,none,80,41.4,True,flat,0.7,49.2,330.3,2194,28.43
8.3,90,63.2,rain,33,37.2,True,flat,6.2,71.1,495.7,1739,24.76
-23.6,20,56.3,rain,37,112.8,True,hilly,1.1,59.7,410.3,2430,65.0
23.0,49,15.5,none,58,76.4,False,mountainous,4.9,71.2,481.0,2452,23.33
10.8,52,40.8,none,50,129.2,False,hilly,2.0,41.9,270.1,2442,21.64
-16.9,98,35.5,none,74,52.9,True,hilly,2.0,61.2,396.0,2123,51.73
-16.8,71,33.9,none,55,94.7,True,mountainous,5.2,69.1,475.5,1571,65.0
-17.1,47,43.4,none,20,110.4,True,hilly,5.6,49.1,341.1,2113,65.0
-26.0,12,78.6,rain,25,117.3,True,mountainous,0.0,64.4,443.9,1922,65.0
11.1,61,65.0,none,91,60.6,True,hilly,5.0,50.6,301.7,1895,29.91
28.8,19,72.3,none,30,49.3,False,hilly,6.7,52.9,357.5,1528,11.9
-28.8,85,2.4,none,15,52.6,False,flat,6.8,98.7,594.0,2374,65.0
-26.6,78,11.2,none,76,96.7,True,flat,8.5,76.1,466.4,2358,65.0
10.1,51,6.8,rain,72,82.2,True,mountainous,9.0,63.4,421.3,1824,41.06
27.4,49,21.1,rain,64,89.9,False,flat,6.2,71.3,474.7,2478,10.44
-7.1,91,35.4,none,55,32.1,True,mountainous,4.8,63.0,418.7,1636,54.18
-5.5,36,51.4,none,97,69.1,True,flat,2.0,76.1,506.7,2335,42.02
11.7,32,40.1,none,21,61.0,True,flat,1.3,40.0,234.3,2122,23.08
-10.8,95,72.3,none,56,116.4,True,hilly,6.1,54.2,328.3,1986,53.34
-28.1,83,75.2,none,61,107.6,True,flat,9.5,99.3,546.9,2463,65.0
21.5,84,13.1,none,12,73.0,True,hilly,2.8,46.7,277.0,2083,17.36
13.8,28,68.2,none,47,93.1,True,flat,1.0,44.7,309.6,2334,21.36
10.7,23,38.5,none,80,34.8,True,mountainous,4.2,69.6,461.6,1732,40.83
21.9,12,36.3,none,52,93.7,False,hilly,0.0,57.4,328.9,1532,11.16
17.3,31,62.8,none,89,39.7,False,flat,5.5,72.0,451.3,1711,6.35
-15.6,80,7.5,none,68,101.4,True,flat,0.5,97.6,537.7,2488,48.44
-5.3,32,70.6,rain,79,87.4,False,flat,9.3,47.6,257.6,2061,39.56
-21.2,76,53.7,none,82,60.0,True,mountainous,8.7,66.4,387.4,2342,65.0
-20.9,33,70.0,snow,72,67.1,True,flat,1.1,85.5,457.0,2185,65.0
17.3,46,79.6,none,77,39.0,True,flat,1.5,49.6,303.3,1654,14.55
30.1,98,41.4,none,73,62.3,True,mountainous,9.5,82.7,483.9,1614,39.1
37.4,32,7.5,none,60,126.7,True,mountainous,8.1,64.0,337.8,1985,35.79
14.0,44,13.3,none,61,78.6,True,hilly,9.4,77.2,494.5,2442,30.44
